,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
833,833,feto,feto##s,plur,3,artificial,0.0120720556005835,plural,plural,son,s,[MASK] feto##s [MASK],"[CLS] , [MASK] , fe , ##to , ##s , [MASK] , [SEP]",non_morphemic,4.416861951779718,-1.378053165802167,1.3780531658021837
835,835,reptil,reptil,sing,2,default,0.0003270592715125,plural,plural,son,es,[MASK] reptil [MASK],"[CLS] , [MASK] , repti , ##l , [MASK] , [SEP]",non_morphemic,8.025369145044174,1.7025537326900295,-1.7025537326901865
837,837,reptil,reptiles,plur,2,default,0.0032891412265598,plural,plural,son,es,[MASK] reptiles [MASK],"[CLS] , [MASK] , repti , ##les , [MASK] , [SEP]",non_morphemic,5.717128773639645,-4.254982956512712,4.254982956512687
839,839,reptil,reptil##es,plur,3,artificial,0.0050147147849202,plural,plural,son,es,[MASK] reptil##es [MASK],"[CLS] , [MASK] , repti , ##l , ##es , [MASK] , [SEP]",non_morphemic,5.295378731584295,-3.7983675408024737,3.7983675408026296
841,841,anfibio,anfibio,sing,2,default,0.0003226304252166,plural,plural,son,s,[MASK] anfibio [MASK],"[CLS] , [MASK] , anfi , ##bio , [MASK] , [SEP]",non_morphemic,8.039003084207508,2.9946679571386623,-2.9946679571387462
843,843,anfibio,anfibios,plur,2,default,0.0031305560842156,plural,plural,son,s,[MASK] anfibios [MASK],"[CLS] , [MASK] , anfi , ##bios , [MASK] , [SEP]",non_morphemic,5.766544627521519,-3.6857785936576732,3.6857785936576604
845,845,anfibio,anfibio##s,plur,3,artificial,0.0060073118656873,plural,plural,son,s,[MASK] anfibio##s [MASK],"[CLS] , [MASK] , anfi , ##bio , ##s , [MASK] , [SEP]",non_morphemic,5.114777907417079,-3.2289108307293324,3.228910830729563
847,847,cerda,cerda,sing,2,default,0.0001692926307441,plural,plural,son,s,[MASK] cerda [MASK],"[CLS] , [MASK] , cer , ##da , [MASK] , [SEP]",non_morphemic,8.683881797568372,3.1041197785021826,-3.104119778502554
849,849,cerda,cerdas,plur,2,default,0.0030996338464319,plural,plural,son,s,[MASK] cerdas [MASK],"[CLS] , [MASK] , cer , ##das , [MASK] , [SEP]",non_morphemic,5.776471288521254,-1.3518394412371384,1.3518394412371848
851,851,cerda,cerda##s,plur,3,artificial,0.0022854642011225,plural,plural,son,s,[MASK] cerda##s [MASK],"[CLS] , [MASK] , cer , ##da , ##s , [MASK] , [SEP]",non_morphemic,6.081186123792496,-0.5911102462602473,0.5911102462602856
853,853,escama,escama,sing,2,default,0.0002965948369819,plural,plural,son,s,[MASK] escama [MASK],"[CLS] , [MASK] , esca , ##ma , [MASK] , [SEP]",non_morphemic,8.123143535755286,3.4816107261712492,-3.481610726171466
855,855,escama,escamas,plur,2,default,0.0066267438232898,plural,plural,son,s,[MASK] escamas [MASK],"[CLS] , [MASK] , esca , ##mas , [MASK] , [SEP]",non_morphemic,5.016641723136,-2.1707219900123293,2.1707219900123302
857,857,escama,escama##s,plur,3,artificial,0.0071860440075397,plural,plural,son,s,[MASK] escama##s [MASK],"[CLS] , [MASK] , esca , ##ma , ##s , [MASK] , [SEP]",non_morphemic,4.935614466243357,-1.80822943648149,1.808229436481495
859,859,simio,simio,sing,2,default,0.0007608638261444,plural,plural,son,s,[MASK] simio [MASK],"[CLS] , [MASK] , simi , ##o , [MASK] , [SEP]",non_morphemic,7.181056156791797,2.396234613359354,-2.3962346133594634
861,861,simio,simios,plur,2,default,0.0134151307865977,plural,plural,son,s,[MASK] simios [MASK],"[CLS] , [MASK] , simi , ##os , [MASK] , [SEP]",non_morphemic,4.311372045871587,-2.400799836000478,2.4007998360005494
863,863,simio,simio##s,plur,3,artificial,0.0079277753829956,plural,plural,son,s,[MASK] simio##s [MASK],"[CLS] , [MASK] , simi , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.837382814470392,-1.7549624410864322,1.7549624410864617
865,865,biela,biela,sing,2,default,0.0007243187283165,plural,plural,son,s,[MASK] biela [MASK],"[CLS] , [MASK] , bi , ##ela , [MASK] , [SEP]",non_morphemic,7.230279029970989,2.571087829111149,-2.57108782911125
867,867,biela,bielas,plur,2,default,0.0141836227849125,plural,plural,son,s,[MASK] bielas [MASK],"[CLS] , [MASK] , bi , ##elas , [MASK] , [SEP]",non_morphemic,4.255667304972174,-1.474878769563552,1.4748787695635632
869,869,biela,biela##s,plur,3,artificial,0.0117178065702319,plural,plural,son,s,[MASK] biela##s [MASK],"[CLS] , [MASK] , bi , ##ela , ##s , [MASK] , [SEP]",non_morphemic,4.446645665059112,-1.454518288319239,1.4545182883192542
871,871,invasor,invasor,sing,2,default,0.0008022224064916,plural,plural,son,es,[MASK] invasor [MASK],"[CLS] , [MASK] , invas , ##or , [MASK] , [SEP]",non_morphemic,7.128124673714932,1.8595752474696416,-1.8595752474696738
873,873,invasor,invasores,plur,2,default,0.0056861327029764,plural,plural,son,es,[MASK] invasores [MASK],"[CLS] , [MASK] , invas , ##ores , [MASK] , [SEP]",non_morphemic,5.169724927478981,-1.9709419415062648,1.9709419415063085
875,875,invasor,invasor##es,plur,3,artificial,0.0077513456344604,plural,plural,son,es,[MASK] invasor##es [MASK],"[CLS] , [MASK] , invas , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.859888820435908,-1.8846302188641628,1.8846302188641875
877,877,primate,primate,sing,2,default,0.001042986754328,plural,plural,son,s,[MASK] primate [MASK],"[CLS] , [MASK] , prima , ##te , [MASK] , [SEP]",non_morphemic,6.865666802633776,2.7619090594170874,-2.7619090594170923
879,879,primate,primates,plur,2,default,0.0134507706388831,plural,plural,son,s,[MASK] primates [MASK],"[CLS] , [MASK] , prima , ##tes , [MASK] , [SEP]",non_morphemic,4.30871887800444,-2.201508543087243,2.201508543087305
881,881,primate,primate##s,plur,3,artificial,0.0236003212630748,plural,plural,son,s,[MASK] primate##s [MASK],"[CLS] , [MASK] , prima , ##te , ##s , [MASK] , [SEP]",non_morphemic,3.746494954201071,-2.3277435750880726,2.3277435750881024
883,883,camada,camada,sing,2,default,0.0010788687504827,plural,plural,son,s,[MASK] camada [MASK],"[CLS] , [MASK] , cama , ##da , [MASK] , [SEP]",non_morphemic,6.831842240065216,3.1692648731004556,-3.1692648731005444
885,885,camada,camadas,plur,2,default,0.0121433064341545,plural,plural,son,s,[MASK] camadas [MASK],"[CLS] , [MASK] , cama , ##das , [MASK] , [SEP]",non_morphemic,4.410977171771851,-1.5174231579545543,1.517423157954567
887,887,camada,camada##s,plur,3,artificial,0.0144874639809131,plural,plural,son,s,[MASK] camada##s [MASK],"[CLS] , [MASK] , cama , ##da , ##s , [MASK] , [SEP]",non_morphemic,4.234471556537604,-1.3828158648275348,1.3828158648275437
889,889,nevada,nevada,sing,2,default,0.0001794265408534,plural,plural,son,s,[MASK] nevada [MASK],"[CLS] , [MASK] , ne , ##vada , [MASK] , [SEP]",non_morphemic,8.62574467695501,3.113440544461338,-3.113440544461649
891,891,nevada,nevadas,plur,2,default,0.0036778224166482,plural,plural,son,s,[MASK] nevadas [MASK],"[CLS] , [MASK] , ne , ##vadas , [MASK] , [SEP]",non_morphemic,5.605434436551764,-2.26352689514799,2.263526895148106
893,893,nevada,nevada##s,plur,3,artificial,0.0048821084201335,plural,plural,son,s,[MASK] nevada##s [MASK],"[CLS] , [MASK] , ne , ##vada , ##s , [MASK] , [SEP]",non_morphemic,5.3221780991191725,-2.434658571032359,2.4346585710324673
895,895,alud,alud,sing,2,default,0.0006601772038266,plural,plural,son,es,[MASK] alud [MASK],"[CLS] , [MASK] , alu , ##d , [MASK] , [SEP]",non_morphemic,7.3230022683345934,3.052873213955589,-3.0528732139555914
897,897,alud,aludes,plur,2,default,0.0212496612221002,plural,plural,son,es,[MASK] aludes [MASK],"[CLS] , [MASK] , alu , ##des , [MASK] , [SEP]",non_morphemic,3.8514143262281935,-2.193763205577478,2.193763205577514
899,899,alud,alud##es,plur,3,artificial,0.0144496597349643,plural,plural,son,es,[MASK] alud##es [MASK],"[CLS] , [MASK] , alu , ##d , ##es , [MASK] , [SEP]",non_morphemic,4.237084412454279,-1.8772086621952457,1.8772086621952668
901,901,ladera,ladera,sing,2,default,3.76068965124432e-05,plural,plural,son,s,[MASK] ladera [MASK],"[CLS] , [MASK] , lad , ##era , [MASK] , [SEP]",non_morphemic,10.1883231065033,3.433090659112251,-3.4330906591122408
903,903,ladera,laderas,plur,2,default,0.0019861261826008,plural,plural,son,s,[MASK] laderas [MASK],"[CLS] , [MASK] , lad , ##eras , [MASK] , [SEP]",non_morphemic,6.221569179324688,-1.9344396839485638,1.9344396839487463
905,905,ladera,ladera##s,plur,3,artificial,0.00219994247891,plural,plural,son,s,[MASK] ladera##s [MASK],"[CLS] , [MASK] , lad , ##era , ##s , [MASK] , [SEP]",non_morphemic,6.119324064909638,-1.8092074508332656,1.809207450833325
907,907,copo,copo,sing,2,default,0.0010275605600327,plural,plural,son,s,[MASK] copo [MASK],"[CLS] , [MASK] , co , ##po , [MASK] , [SEP]",non_morphemic,6.880567674126132,2.2885112963436427,-2.2885112963436596
909,909,copo,copos,plur,2,default,0.0199841409921646,plural,plural,son,s,[MASK] copos [MASK],"[CLS] , [MASK] , co , ##pos , [MASK] , [SEP]",non_morphemic,3.912816270371371,-2.2580690486023505,2.258069048602364
911,911,copo,copo##s,plur,3,artificial,0.0221219956874847,plural,plural,son,s,[MASK] copo##s [MASK],"[CLS] , [MASK] , co , ##po , ##s , [MASK] , [SEP]",non_morphemic,3.8111828854444703,-1.4723720880891857,1.4723720880891868
913,913,compresor,compresor,sing,2,default,0.000334360753186,plural,plural,son,es,[MASK] compresor [MASK],"[CLS] , [MASK] , compres , ##or , [MASK] , [SEP]",non_morphemic,8.003290048515785,2.7821464646332936,-2.7821464646334326
915,915,compresor,compresores,plur,2,default,0.0102116912603378,plural,plural,son,es,[MASK] compresores [MASK],"[CLS] , [MASK] , compres , ##ores , [MASK] , [SEP]",non_morphemic,4.584222013085991,-1.9248300091209938,1.9248300091210175
917,917,compresor,compresor##es,plur,3,artificial,0.010801276192069,plural,plural,son,es,[MASK] compresor##es [MASK],"[CLS] , [MASK] , compres , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.528090985900687,-2.2871550745830334,2.2871550745830933
919,919,inductor,inductor,sing,2,default,0.0001741466257954,plural,plural,son,es,[MASK] inductor [MASK],"[CLS] , [MASK] , indu , ##ctor , [MASK] , [SEP]",non_morphemic,8.655612936617592,2.533492512283278,-2.53349251228325
921,921,inductor,inductores,plur,2,default,0.0044410009868443,plural,plural,son,es,[MASK] inductores [MASK],"[CLS] , [MASK] , indu , ##ctores , [MASK] , [SEP]",non_morphemic,5.416875480460014,-1.4872513896601554,1.48725138966023
923,923,inductor,inductor##es,plur,3,artificial,0.0040932120755314,plural,plural,son,es,[MASK] inductor##es [MASK],"[CLS] , [MASK] , indu , ##ctor , ##es , [MASK] , [SEP]",non_morphemic,5.498425268611522,-1.8106250208563557,1.8106250208563448
925,925,espantada,espantada,sing,2,default,9.849148045759648e-05,plural,plural,son,s,[MASK] espantada [MASK],"[CLS] , [MASK] , espan , ##tada , [MASK] , [SEP]",non_morphemic,9.22554050634323,2.7715496621991598,-2.7715496621991598
927,927,espantada,espantadas,plur,2,default,0.0016469125403091,plural,plural,son,s,[MASK] espantadas [MASK],"[CLS] , [MASK] , espan , ##tadas , [MASK] , [SEP]",non_morphemic,6.408852931619731,-1.3464198600862538,1.346419860086332
929,929,espantada,espantada##s,plur,3,artificial,0.002371878363192,plural,plural,son,s,[MASK] espantada##s [MASK],"[CLS] , [MASK] , espan , ##tada , ##s , [MASK] , [SEP]",non_morphemic,6.044073079434689,-1.661700247711126,1.6617002477112508
931,931,alarde,alarde,sing,2,default,0.0008806680561974,plural,plural,son,s,[MASK] alarde [MASK],"[CLS] , [MASK] , alar , ##de , [MASK] , [SEP]",non_morphemic,7.034829783734404,2.234373101523019,-2.234373101523085
933,933,alarde,alardes,plur,2,default,0.0067574610002338,plural,plural,son,s,[MASK] alardes [MASK],"[CLS] , [MASK] , alar , ##des , [MASK] , [SEP]",non_morphemic,4.997108051160864,-1.3723345429147686,1.372334542914782
935,935,alarde,alarde##s,plur,3,artificial,0.0054866638965904,plural,plural,son,s,[MASK] alarde##s [MASK],"[CLS] , [MASK] , alar , ##de , ##s , [MASK] , [SEP]",non_morphemic,5.205434877275605,-0.8677774123352044,0.8677774123352001
937,937,micra,micra,sing,2,default,0.0005643522017635,plural,plural,son,s,[MASK] micra [MASK],"[CLS] , [MASK] , mic , ##ra , [MASK] , [SEP]",non_morphemic,7.479832030155276,2.5793561380199703,-2.5793561380200343
939,939,micra,micras,plur,2,default,0.0052219009958207,plural,plural,son,s,[MASK] micras [MASK],"[CLS] , [MASK] , mic , ##ras , [MASK] , [SEP]",non_morphemic,5.254893767938782,-0.9844675017713227,0.9844675017713533
941,941,micra,micra##s,plur,3,artificial,0.0041838358156383,plural,plural,son,s,[MASK] micra##s [MASK],"[CLS] , [MASK] , mic , ##ra , ##s , [MASK] , [SEP]",non_morphemic,5.476526793993693,-0.4956098116679435,0.49560981166796486
943,943,cepa,cepa,sing,2,default,0.0002506758610252,plural,plural,son,s,[MASK] cepa [MASK],"[CLS] , [MASK] , cep , ##a , [MASK] , [SEP]",non_morphemic,8.2913498437333,2.9213604608871577,-2.921360460887256
945,945,cepa,cepas,plur,2,default,0.0051715560257434,plural,plural,son,s,[MASK] cepas [MASK],"[CLS] , [MASK] , cep , ##as , [MASK] , [SEP]",non_morphemic,5.264581663647429,-1.9277368143148879,1.9277368143149565
947,947,cepa,cepa##s,plur,3,artificial,0.0016503194347023,plural,plural,son,s,[MASK] cepa##s [MASK],"[CLS] , [MASK] , cep , ##a , ##s , [MASK] , [SEP]",non_morphemic,6.406786413017757,0.013333760244751858,-0.01333376024476329
949,949,drogadicto,drogadicto,sing,2,default,0.0003093403065577,plural,plural,son,s,[MASK] drogadicto [MASK],"[CLS] , [MASK] , drogadic , ##to , [MASK] , [SEP]",non_morphemic,8.081068571349034,2.805652193594402,-2.8056521935944345
951,951,drogadicto,drogadictos,plur,2,default,0.0023088809102773,plural,plural,son,s,[MASK] drogadictos [MASK],"[CLS] , [MASK] , drogadic , ##tos , [MASK] , [SEP]",non_morphemic,6.070992326259776,-2.295604244534302,2.295604244534434
953,953,drogadicto,drogadicto##s,plur,3,artificial,0.0063877282664179,plural,plural,son,s,[MASK] drogadicto##s [MASK],"[CLS] , [MASK] , drogadic , ##to , ##s , [MASK] , [SEP]",non_morphemic,5.05337658766533,-1.8477329716414692,1.847732971641468
955,955,agravio,agravio,sing,2,default,0.0005043095443397,plural,plural,son,s,[MASK] agravio [MASK],"[CLS] , [MASK] , agrav , ##io , [MASK] , [SEP]",non_morphemic,7.592320303144018,3.005652466631375,-3.005652466631521
957,957,agravio,agravios,plur,2,default,0.0017623172607272,plural,plural,son,s,[MASK] agravios [MASK],"[CLS] , [MASK] , agrav , ##ios , [MASK] , [SEP]",non_morphemic,6.3411257105100445,-1.2489481492913592,1.2489481492914587
959,959,agravio,agravio##s,plur,3,artificial,0.0032048604916781,plural,plural,son,s,[MASK] agravio##s [MASK],"[CLS] , [MASK] , agrav , ##io , ##s , [MASK] , [SEP]",non_morphemic,5.74308671789445,-1.5578965426217408,1.557896542621736
961,961,bárbaro,bárbaro,sing,2,default,0.0003261780657339,plural,plural,son,s,[MASK] bárbaro [MASK],"[CLS] , [MASK] , bárbar , ##o , [MASK] , [SEP]",non_morphemic,8.028067111810158,3.1063217586647642,-3.1063217586650165
963,963,bárbaro,bárbaros,plur,2,default,0.0065897009335458,plural,plural,son,s,[MASK] bárbaros [MASK],"[CLS] , [MASK] , bárbar , ##os , [MASK] , [SEP]",non_morphemic,5.02224731335702,-1.4404391638038279,1.4404391638038678
965,965,bárbaro,bárbaro##s,plur,3,artificial,0.0069489371962845,plural,plural,son,s,[MASK] bárbaro##s [MASK],"[CLS] , [MASK] , bárbar , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.969166552497015,-1.7231594046544672,1.723159404654494
967,967,lance,lance,sing,2,default,0.0011305395746603,plural,plural,son,s,[MASK] lance [MASK],"[CLS] , [MASK] , lan , ##ce , [MASK] , [SEP]",non_morphemic,6.785060260525157,2.7271767367282695,-2.7271767367283215
969,969,lance,lances,plur,2,default,0.0103027047589421,plural,plural,son,s,[MASK] lances [MASK],"[CLS] , [MASK] , lan , ##ces , [MASK] , [SEP]",non_morphemic,4.575348820263809,-1.5809341043055216,1.5809341043055578
971,971,lance,lance##s,plur,3,artificial,0.0116119431331753,plural,plural,son,s,[MASK] lance##s [MASK],"[CLS] , [MASK] , lan , ##ce , ##s , [MASK] , [SEP]",non_morphemic,4.455721130078096,-0.8956165490963732,0.8956165490963873
973,973,duelista,duelista,sing,2,default,0.0010667952010408,plural,plural,son,s,[MASK] duelista [MASK],"[CLS] , [MASK] , due , ##lista , [MASK] , [SEP]",non_morphemic,6.843096264128471,1.9361376774901338,-1.936137677490131
975,975,duelista,duelistas,plur,2,default,0.0163342598825693,plural,plural,son,s,[MASK] duelistas [MASK],"[CLS] , [MASK] , due , ##listas , [MASK] , [SEP]",non_morphemic,4.114490543644321,-2.850751391969956,2.850751391970018
977,977,duelista,duelista##s,plur,3,artificial,0.0135155469179153,plural,plural,son,s,[MASK] duelista##s [MASK],"[CLS] , [MASK] , due , ##lista , ##s , [MASK] , [SEP]",non_morphemic,4.303914632598199,-3.045166077227109,3.0451660772272584
979,979,contendiente,contendiente,sing,2,default,0.0010649107862263,plural,plural,son,s,[MASK] contendiente [MASK],"[CLS] , [MASK] , conten , ##diente , [MASK] , [SEP]",non_morphemic,6.84486425213106,2.6397070686910284,-2.63970706869111
981,981,contendiente,contendientes,plur,2,default,0.008286447264254,plural,plural,son,s,[MASK] contendientes [MASK],"[CLS] , [MASK] , conten , ##dientes , [MASK] , [SEP]",non_morphemic,4.793133958476427,-3.396809651458258,3.396809651458432
983,983,contendiente,contendiente##s,plur,3,artificial,0.0364783331751823,plural,plural,son,s,[MASK] contendiente##s [MASK],"[CLS] , [MASK] , conten , ##diente , ##s , [MASK] , [SEP]",non_morphemic,3.311036806289676,-3.4117432128669374,3.411743212867004
985,985,estría,estría,sing,2,default,0.0004289574280846,plural,plural,son,s,[MASK] estría [MASK],"[CLS] , [MASK] , est , ##ría , [MASK] , [SEP]",non_morphemic,7.75415287919423,2.9090823355755244,-2.9090823355757234
987,987,estría,estrías,plur,2,default,0.0057309954427182,plural,plural,son,s,[MASK] estrías [MASK],"[CLS] , [MASK] , est , ##rías , [MASK] , [SEP]",non_morphemic,5.161866038611201,-1.901581837030684,1.9015818370307576
989,989,estría,estría##s,plur,3,artificial,0.0212964937090873,plural,plural,son,s,[MASK] estría##s [MASK],"[CLS] , [MASK] , est , ##ría , ##s , [MASK] , [SEP]",non_morphemic,3.8492128344140646,-1.9901675852958247,1.9901675852958445
991,991,estratega,estratega,sing,2,default,0.0002767236437648,plural,plural,son,s,[MASK] estratega [MASK],"[CLS] , [MASK] , estrate , ##ga , [MASK] , [SEP]",non_morphemic,8.192491225725995,3.6082597276286927,-3.6082597276288793
993,993,estratega,estrategas,plur,2,default,0.0127856619656085,plural,plural,son,s,[MASK] estrategas [MASK],"[CLS] , [MASK] , estrate , ##gas , [MASK] , [SEP]",non_morphemic,4.359430894840319,-2.9799461978062824,2.9799461978063047
995,995,estratega,estratega##s,plur,3,artificial,0.0173666961491107,plural,plural,son,s,[MASK] estratega##s [MASK],"[CLS] , [MASK] , estrate , ##ga , ##s , [MASK] , [SEP]",non_morphemic,4.053200921246831,-2.5058175675559164,2.5058175675559453
997,997,inventor,inventor,sing,2,default,0.0002240554749732,plural,plural,son,es,[MASK] inventor [MASK],"[CLS] , [MASK] , invento , ##r , [MASK] , [SEP]",non_morphemic,8.40361688064022,2.5437950968553604,-2.543795096855701
999,999,inventor,inventores,plur,2,default,0.0112655917182564,plural,plural,son,es,[MASK] inventores [MASK],"[CLS] , [MASK] , invento , ##res , [MASK] , [SEP]",non_morphemic,4.486002179335268,-3.0345383025103025,3.0345383025104162
1001,1001,inventor,inventor##es,plur,3,artificial,0.0099740028381347,plural,plural,son,es,[MASK] inventor##es [MASK],"[CLS] , [MASK] , invento , ##r , ##es , [MASK] , [SEP]",non_morphemic,4.607773287304932,-2.6200036722216336,2.6200036722217535
1003,1003,carril,carril,sing,2,default,0.0001213834257214,plural,plural,son,es,[MASK] carril [MASK],"[CLS] , [MASK] , car , ##ril , [MASK] , [SEP]",non_morphemic,9.01655621484202,3.1378937320281217,-3.1378937320283753
